,ActivityIdentifier,Calcium,Magnesium,Potassium,Sodium,"Sodium, percent total cations",ProjectIdentifier,ActivityStartDate,ActivityStartTime/Time_PST,LongitudeMeasure,LatitudeMeasure
248,CALWR_WQX-BL12B635486,12.0,8.0,,27.0,,2,2012-08-21,,-121.5574,37.8298
249,CALWR_WQX-BL12B635506,13.0,10.0,,40.0,,2,2012-08-21,,-121.7419,37.6547
250,CALWR_WQX-BL12B635559,13.0,10.0,,40.0,,2,2012-08-20,,-121.84,37.4072
251,CALWR_WQX-BL12B635725,12.0,9.0,,28.0,,2,2012-08-21,,-121.5574,37.8298
252,CALWR_WQX-BL12B636166,79.0,,,,,12,2012-09-04,,-121.9197,38.0435
253,CALWR_WQX-BL12B636181,14.0,15.0,3.7,78.0,,12,2012-09-04,,-121.6201,37.9768
254,CALWR_WQX-BL12B636196,14.0,13.0,3.2,63.0,,12,2012-09-04,,-121.5702,37.891
255,CALWR_WQX-BL12B636359,14.0,12.0,2.7,52.0,,12,2012-09-04,,-121.6203,37.8019
256,CALWR_WQX-BL12B636743,,217.0,74.7,,,12,2012-09-04,,-121.9197,38.0435
257,CALWR_WQX-BL12B636744,,,,1840.0,,12,2012-09-04,,-121.9197,38.0435
258,CALWR_WQX-BL12B636745,14.0,14.0,3.6,77.0,,12,2012-09-04,,-121.6201,37.9768
259,CALWR_WQX-BL12B638824,16.0,15.0,,81.0,,2,2012-09-19,,-121.6203,37.8019
260,CALWR_WQX-BL12B638849,16.0,16.0,,82.0,,2,2012-09-18,,-121.5574,37.8298
261,CALWR_WQX-BL12B638869,15.0,14.0,,72.0,,2,2012-09-18,,-121.7419,37.6547
262,CALWR_WQX-BL12B639854,17.0,16.0,4.0,82.0,,12,2012-10-01,,-121.6203,37.8019
263,CALWR_WQX-BL12B639896,50.0,120.0,38.7,,,12,2012-10-01,,-121.9197,38.0435
264,CALWR_WQX-BL12B639911,17.0,19.0,4.9,111.0,,12,2012-10-01,,-121.6201,37.9768
265,CALWR_WQX-BL12B639926,16.0,16.0,4.0,86.0,,12,2012-10-01,,-121.5702,37.891
266,CALWR_WQX-BL12B640401,,,,939.0,,12,2012-10-01,,-121.9197,38.0435
267,CALWR_WQX-BL12B641984,16.0,14.0,,65.0,,2,2012-10-17,,-121.6203,37.8019
268,CALWR_WQX-BL12B642004,15.0,13.0,,61.0,,2,2012-10-16,,-121.5574,37.8298
269,CALWR_WQX-BL12B642024,15.0,13.0,,63.0,,2,2012-10-16,,-121.7419,37.6547
270,CALWR_WQX-BL12B642065,30.0,17.0,,28.0,,2,2012-10-16,,-121.7494,37.6183
271,CALWR_WQX-BL12B643777,17.0,13.0,2.9,57.0,,12,2012-11-05,,-121.6203,37.8019
272,CALWR_WQX-BL12B644189,98.0,267.0,88.2,2340.0,,12,2012-11-06,,-121.9197,38.0435
273,CALWR_WQX-BL12B644204,14.0,14.0,3.2,72.0,,12,2012-11-06,,-121.6201,37.9768
274,CALWR_WQX-BL12B644219,14.0,12.0,3.1,57.0,,12,2012-11-06,,-121.5702,37.891
275,CALWR_WQX-BL12B645817,16.0,12.0,,55.0,,2,2012-11-14,,-121.6203,37.8019
276,CALWR_WQX-BL12B645837,16.0,12.0,,52.0,,2,2012-11-13,,-121.5574,37.8298
277,CALWR_WQX-BL12B645857,17.0,12.0,,58.0,,2,2012-11-13,,-121.7419,37.6547
278,CALWR_WQX-BL12B645910,30.0,17.0,,28.0,,2,2012-11-13,,-121.7494,37.6183
279,CALWR_WQX-BL12B647188,42.0,97.0,35.2,,,12,2012-12-03,,-121.9197,38.0435
280,CALWR_WQX-BL12B647203,15.0,17.0,4.2,80.0,,12,2012-12-03,,-121.6201,37.9768
281,CALWR_WQX-BL12B647218,19.0,15.0,4.3,71.0,,12,2012-12-03,,-121.5702,37.891
282,CALWR_WQX-BL12B647308,16.0,13.0,3.6,58.0,,12,2012-12-03,,-121.6203,37.8019
283,CALWR_WQX-BL12B647549,,,,800.0,,12,2012-12-03,,-121.9197,38.0435
284,CALWR_WQX-BL12B648617,15.0,10.0,,36.0,,2,2012-12-19,,-121.6203,37.8019
285,CALWR_WQX-BL12B648637,15.0,9.0,,27.0,,2,2012-12-18,,-121.5574,37.8298
286,CALWR_WQX-BL12B648657,15.0,11.0,,45.0,,2,2012-12-18,,-121.7419,37.6547
287,CALWR_WQX-BL13B649212,22.0,35.0,10.7,242.0,,12,2013-01-07,,-121.9197,38.0435
288,CALWR_WQX-BL13B649227,19.0,13.0,3.5,42.0,,12,2013-01-07,,-121.64218889,37.9770583
289,CALWR_WQX-BL13B649242,21.0,13.0,3.6,39.0,,12,2013-01-07,,-121.5702,37.891
290,CALWR_WQX-BL13B649950,25.0,14.0,,50.0,,2,2013-01-16,,-121.6203,37.8019
291,CALWR_WQX-BL13B649970,24.0,13.0,,44.0,,2,2013-01-15,,-121.5574,37.8298
292,CALWR_WQX-BL13B649990,27.0,15.0,,58.0,,2,2013-01-15,,-121.7419,37.6547
293,CALWR_WQX-BL13B651024,46.0,101.0,32.7,774.0,,12,2013-02-05,,-121.9197,38.0435
294,CALWR_WQX-BL13B651039,19.0,12.0,2.9,31.0,,12,2013-02-05,,-121.64218889,37.9770583
295,CALWR_WQX-BL13B651054,21.0,12.0,3.0,33.0,,12,2013-02-05,,-121.5702,37.891
296,CALWR_WQX-BL13B653361,24.0,14.0,,46.0,,2,2013-02-20,,-121.6203,37.8019
297,CALWR_WQX-BL13B653381,22.0,13.0,,33.0,,2,2013-02-19,,-121.5574,37.8298
298,CALWR_WQX-BL13B653401,26.0,15.0,,55.0,,2,2013-02-19,,-121.7419,37.6547
299,CALWR_WQX-BL13B654481,56.0,128.0,39.3,974.0,,12,2013-03-04,,-121.9197,38.0435
300,CALWR_WQX-BL13B654496,20.0,11.0,2.3,25.0,,12,2013-03-04,,-121.64218889,37.9770583
301,CALWR_WQX-BL13B654511,22.0,12.0,2.4,32.0,,12,2013-03-04,,-121.5702,37.891
302,CALWR_WQX-BL13B655564,25.0,14.0,,48.0,,2,2013-03-20,,-121.6203,37.8019
303,CALWR_WQX-BL13B655589,21.0,12.0,,33.0,,2,2013-03-20,,-121.5574,37.8298
304,CALWR_WQX-BL13B655609,25.0,14.0,,50.0,,2,2013-03-19,,-121.7419,37.6547
305,CALWR_WQX-BL13B656482,65.0,164.0,52.3,,,12,2013-04-02,,-121.9197,38.0435
306,CALWR_WQX-BL13B656497,17.0,11.0,1.9,25.0,,12,2013-04-02,,-121.64218889,37.9770583
307,CALWR_WQX-BL13B656512,19.0,12.0,2.2,28.0,,12,2013-04-02,,-121.5702,37.891
308,CALWR_WQX-BL13B657510,34.0,21.0,,81.0,,2,2013-04-17,,-121.6203,37.8019
309,CALWR_WQX-BL13B657530,32.0,20.0,,74.0,,2,2013-04-16,,-121.5574,37.8298
310,CALWR_WQX-BL13B657550,36.0,23.0,,90.0,,2,2013-04-15,,-121.7419,37.6547
311,CALWR_WQX-BL13B657781,,,,1390.0,,12,2013-04-02,,-121.9197,38.0435
312,CALWR_WQX-BL13B657782,18.0,12.0,2.1,28.0,,12,2013-04-02,,-121.5702,37.891
313,CALWR_WQX-BL13B658453,44.0,97.0,30.2,,,12,2013-05-06,,-121.9197,38.0435
314,CALWR_WQX-BL13B658468,16.0,10.0,2.2,26.0,,12,2013-05-06,,-121.64218889,37.9770583
315,CALWR_WQX-BL13B658483,19.0,12.0,2.2,35.0,,12,2013-05-06,,-121.5702,37.891
316,CALWR_WQX-BL13B659677,,,,788.0,,12,2013-05-06,,-121.9197,38.0435
317,CALWR_WQX-BL13B659678,19.0,12.0,2.3,35.0,,12,2013-05-06,,-121.5702,37.891
318,CALWR_WQX-BL13B660461,16.0,9.0,,29.0,,2,2013-05-15,,-121.6203,37.8019
319,CALWR_WQX-BL13B660481,15.0,8.0,,28.0,,2,2013-05-14,,-121.5574,37.8298
320,CALWR_WQX-BL13B660501,16.0,9.0,,29.0,,2,2013-05-14,,-121.7419,37.6547
321,CALWR_WQX-BL13B660554,16.0,9.0,,29.0,,2,2013-05-14,,-121.84,37.4072
322,CALWR_WQX-BL13B662706,43.0,97.0,36.2,,,12,2013-06-03,,-121.9197,38.0435
323,CALWR_WQX-BL13B662711,16.0,10.0,2.4,31.0,,12,2013-06-03,,-121.64218889,37.9770583
324,CALWR_WQX-BL13B662716,19.0,12.0,2.8,39.0,,12,2013-06-03,,-121.5702,37.891
325,CALWR_WQX-BL13B663565,19.0,12.0,2.8,39.0,,12,2013-06-03,,-121.5702,37.891
326,CALWR_WQX-BL13B663625,,,,788.0,,12,2013-06-03,,-121.9197,38.0435
327,CALWR_WQX-BL13B664151,19.0,12.0,,41.0,,2,2013-06-19,,-121.6203,37.8019
328,CALWR_WQX-BL13B664176,17.0,11.0,,34.0,,2,2013-06-18,,-121.5574,37.8298
329,CALWR_WQX-BL13B664196,19.0,12.0,,38.0,,2,2013-06-18,,-121.7419,37.6547
330,CALWR_WQX-BL13B665020,48.0,115.0,34.9,838.0,,12,2013-07-01,,-121.9197,38.0435
331,CALWR_WQX-BL13B665025,15.0,10.0,2.1,27.0,,12,2013-07-01,,-121.64218889,37.9770583
332,CALWR_WQX-BL13B665030,17.0,11.0,2.2,32.0,,12,2013-07-01,,-121.5702,37.891
333,CALWR_WQX-BL13B667212,13.0,10.0,,35.0,,2,2013-07-17,,-121.6203,37.8019
334,CALWR_WQX-BL13B667232,13.0,9.0,,34.0,,2,2013-07-16,,-121.5574,37.8298
335,CALWR_WQX-BL13B667252,13.0,9.0,,32.0,,2,2013-07-16,,-121.7419,37.6547
336,CALWR_WQX-BL13B670647,50.0,126.0,41.3,,,12,2013-08-06,,-121.9197,38.0435
337,CALWR_WQX-BL13B670648,15.0,16.0,4.5,92.0,,12,2013-08-06,,-121.64218889,37.9770583
338,CALWR_WQX-BL13B670649,15.0,14.0,3.7,72.0,,12,2013-08-06,,-121.5702,37.891
339,CALWR_WQX-BL13B672807,,,,999.0,,12,2013-08-06,,-121.9197,38.0435
340,CALWR_WQX-BL13B672808,15.0,14.0,3.7,74.0,,12,2013-08-06,,-121.5702,37.891
341,CALWR_WQX-BL13B674216,33.0,21.0,,31.0,,2,2013-08-13,,-121.7458,37.6147
342,CALWR_WQX-BL13B676013,14.0,14.0,,60.0,,1001;2,2013-08-21,,-121.6203,37.8019
343,CALWR_WQX-BL13B676033,14.0,13.0,,54.0,,2,2013-08-20,,-121.5574,37.8298
344,CALWR_WQX-BL13B676053,14.0,13.0,,60.0,,2,2013-08-20,,-121.7419,37.6547
345,CALWR_WQX-BL13B676106,31.0,19.0,,30.0,,2,2013-08-20,,-121.7494,37.6183
346,CALWR_WQX-BL13B677820,45.0,110.0,35.5,,,12,2013-09-03,,-121.9197,38.0435
347,CALWR_WQX-BL13B677825,16.0,19.0,4.8,111.0,,12,2013-09-03,,-121.64218889,37.9770583
348,CALWR_WQX-BL13B677830,15.0,17.0,4.1,89.0,,12,2013-09-03,,-121.5702,37.891
349,CALWR_WQX-BL13B678213,,,,914.0,,12,2013-09-03,,-121.9197,38.0435
350,CALWR_WQX-BL13B680955,16.0,15.0,,76.0,,2,2013-09-18,,-121.6203,37.8019
351,CALWR_WQX-BL13B680980,16.0,15.0,,74.0,,2,2013-09-18,,-121.5574,37.8298
352,CALWR_WQX-BL13B681000,16.0,15.0,,75.0,,2,2013-09-16,,-121.7419,37.6547
353,CALWR_WQX-BL13B682155,53.0,137.0,44.3,,,1001;12,2013-09-23,,-121.9197,38.0435
354,CALWR_WQX-BL13B683152,,,,1120.0,,1001;12,2013-09-23,,-121.9197,38.0435
355,CALWR_WQX-BL13B685445,84.0,,73.6,,,1001;12,2013-10-07,,-121.9197,38.0435
356,CALWR_WQX-BL13B685450,16.0,16.0,3.7,82.0,,1001;12,2013-10-07,,-121.64218889,37.9770583
357,CALWR_WQX-BL13B685455,16.0,14.0,3.4,64.0,,1001;12,2013-10-07,,-121.5702,37.891
358,CALWR_WQX-BL13B686610,,224.0,,,,1001;12,2013-10-07,,-121.9197,38.0435
359,CALWR_WQX-BL13B686611,,,,1860.0,,1001;12,2013-10-07,,-121.9197,38.0435
360,CALWR_WQX-BL13B689712,113.0,,108.0,,,1001;12,2013-10-21,,-121.9197,38.0435
361,CALWR_WQX-BL13B690148,15.0,13.0,,58.0,,2,2013-10-22,,-121.6203,37.8019
362,CALWR_WQX-BL13B690167,16.0,13.0,,55.0,,2,2013-10-21,,-121.5574,37.8298
363,CALWR_WQX-BL13B690186,15.0,14.0,,61.0,,2,2013-10-21,,-121.7419,37.6547
364,CALWR_WQX-BL13B690225,32.0,19.0,,31.0,,2,2013-10-21,,-121.7494,37.6183
365,CALWR_WQX-BL13B690944,,295.0,,,,1001;12,2013-10-21,,-121.9197,38.0435
366,CALWR_WQX-BL13B690945,,,,2440.0,,1001;12,2013-10-21,,-121.9197,38.0435
367,CALWR_WQX-BL13B691796,14.0,14.0,3.0,63.0,,1001;12,2013-11-04,,-121.64218889,37.9770583
368,CALWR_WQX-BL13B691801,16.0,14.0,3.3,59.0,,1001;12,2013-11-04,,-121.5702,37.891
369,CALWR_WQX-BL13B694404,87.0,,80.0,,,1001;12,2013-11-04,,-121.9197,38.0435
370,CALWR_WQX-BL13B695071,109.0,,101.0,,,1001;12,2013-11-18,,-121.9197,38.0435
371,CALWR_WQX-BL13B696065,17.0,14.0,,65.0,,2,2013-11-18,,-121.5574,37.8298
372,CALWR_WQX-BL13B696069,21.0,15.0,,68.0,,2,2013-11-20,,-121.6203,37.8019
373,CALWR_WQX-BL13B696073,19.0,14.0,,65.0,,2,2013-11-18,,-121.7419,37.6547
374,CALWR_WQX-BL13B696467,,244.0,,,,1001;12,2013-11-04,,-121.9197,38.0435
375,CALWR_WQX-BL13B696468,,,,2020.0,,1001;12,2013-11-04,,-121.9197,38.0435
376,CALWR_WQX-BL13B697087,87.0,,78.8,,,1001;12,2013-12-02,,-121.9197,38.0435
377,CALWR_WQX-BL13B697092,16.0,15.0,4.0,76.0,,1001;12,2013-12-02,,-121.64218889,37.9770583
378,CALWR_WQX-BL13B697097,18.0,16.0,4.4,80.0,,1001;12,2013-12-02,,-121.5702,37.891
379,CALWR_WQX-BL13B697720,,285.0,,,,1001;12,2013-11-18,,-121.9197,38.0435
380,CALWR_WQX-BL13B697721,,,,2420.0,,1001;12,2013-11-18,,-121.9197,38.0435
381,CALWR_WQX-BL13B697723,,224.0,,,,1001;12,2013-12-02,,-121.9197,38.0435
382,CALWR_WQX-BL13B697724,,,,1940.0,,1001;12,2013-12-02,,-121.9197,38.0435
383,CALWR_WQX-BL13B698997,115.0,,,,,1001,2013-12-17,,-121.9197,38.0435
384,CALWR_WQX-BL13B699070,18.0,15.0,,70.0,,1004,2013-12-16,,-121.5574,37.8298
385,CALWR_WQX-BL13B699074,22.0,16.0,,75.0,,1004,2013-12-17,,-121.6203,37.8019
386,CALWR_WQX-BL13B699078,22.0,16.0,,75.0,,1004,2013-12-16,,-121.7419,37.6547
387,CALWR_WQX-BL13B700267,,312.0,99.0,,,1001,2013-12-17,,-121.9197,38.0435
388,CALWR_WQX-BL13B700268,,,,2490.0,,1001,2013-12-17,,-121.9197,38.0435
389,CALWR_WQX-BL14B700665,133.0,,132.0,,,1001,2014-01-06,,-121.9197,38.0435
390,CALWR_WQX-BL14B700670,18.0,18.0,4.4,88.0,,1001,2014-01-06,,-121.64218889,37.9770583
391,CALWR_WQX-BL14B700675,21.0,19.0,4.7,89.0,,1001,2014-01-06,,-121.5702,37.891
392,CALWR_WQX-BL14B702168,27.0,20.0,,94.0,,1004,2014-01-13,,-121.5574,37.8298
393,CALWR_WQX-BL14B702172,26.0,19.0,,88.0,,1004,2014-01-14,,-121.6203,37.8019
394,CALWR_WQX-BL14B702176,27.0,19.0,,90.0,,1004,2014-01-13,,-121.7419,37.6547
395,CALWR_WQX-BL14B703316,,363.0,,,,1001,2014-01-06,,-121.9197,38.0435
396,CALWR_WQX-BL14B703317,,,,2980.0,,1001,2014-01-06,,-121.9197,38.0435
397,CALWR_WQX-BL14B704230,127.0,,113.0,,,1001,2014-01-21,,-121.9197,38.0435
398,CALWR_WQX-BL14B704966,,338.0,,,,1001,2014-01-21,,-121.9197,38.0435
399,CALWR_WQX-BL14B704967,,,,2830.0,,1001,2014-01-21,,-121.9197,38.0435
400,CALWR_WQX-BL14B705351,135.0,,126.0,,,1001,2014-02-03,,-121.9197,38.0435
401,CALWR_WQX-BL14B705381,26.0,21.0,5.5,110.0,,1001,2014-02-03,,-121.5702,37.891
402,CALWR_WQX-BL14B710012,,376.0,,,,1001,2014-02-03,,-121.9197,38.0435
403,CALWR_WQX-BL14B710013,,,,3130.0,,1001,2014-02-03,,-121.9197,38.0435
404,CALWR_WQX-BL14B711922,42.0,90.0,30.3,,,1001,2014-02-19,,-121.9197,38.0435
405,CALWR_WQX-BL14B712769,31.0,22.0,,106.0,,1004,2014-02-18,,-121.5574,37.8298
406,CALWR_WQX-BL14B712797,29.0,21.0,,104.0,,1004,2014-02-20,,-121.6203,37.8019
407,CALWR_WQX-BL14B712878,30.0,22.0,,104.0,,1004,2014-02-18,,-121.7419,37.6547
408,CALWR_WQX-BL14B712988,32.0,20.0,,42.0,,1004,2014-02-19,,-121.7458,37.6147
409,CALWR_WQX-BL14B713042,32.0,20.0,,43.0,,1004,2014-02-19,,-121.7458,37.6147
410,CALWR_WQX-BL14B713291,30.0,23.0,5.3,107.0,,1004,2014-02-25,,-121.581726,37.7577168
411,CALWR_WQX-BL14B713304,29.0,23.0,5.4,102.0,,1004,2014-02-25,,-121.58136183,37.7577678
412,CALWR_WQX-BL14B713355,30.0,22.0,5.4,103.0,,1004,2014-02-25,,-121.58136183,37.7577678
413,CALWR_WQX-BL14B713569,48.0,107.0,35.4,,,1001,2014-03-03,,-121.9197,38.0435
414,CALWR_WQX-BL14B713588,23.0,21.0,5.1,97.0,,1001,2014-03-03,,-121.64218889,37.9770583
415,CALWR_WQX-BL14B713621,26.0,20.0,4.5,82.0,,1001,2014-03-03,,-121.5702,37.891
416,CALWR_WQX-BL14B714098,,,,689.0,,1001,2014-02-19,,-121.9197,38.0435
417,CALWR_WQX-BL14B714101,32.0,21.0,,43.0,,1004,2014-02-19,,-121.7458,37.6147
418,CALWR_WQX-BL14B714454,,,,809.0,,1001,2014-03-03,,-121.9197,38.0435
419,CALWR_WQX-BL14B715872,22.0,16.0,,54.0,,1004,2014-03-17,,-121.5574,37.8298
420,CALWR_WQX-BL14B715929,23.0,17.0,,58.0,,1001;1004,2014-03-19,,-121.6203,37.8019
421,CALWR_WQX-BL14B715987,24.0,17.0,,66.0,,1004,2014-03-17,,-121.7419,37.6547
422,CALWR_WQX-BL14B716037,32.0,20.0,,46.0,,1004,2014-03-18,,-121.7458,37.6147
423,CALWR_WQX-BL14B716091,31.0,20.0,,47.0,,1004,2014-03-18,,-121.7458,37.6147
424,CALWR_WQX-BL14B716122,37.0,69.0,22.0,,,1001,2014-03-19,,-121.9197,38.0435
425,CALWR_WQX-BL14B716246,,,,541.0,,1001,2014-03-19,,-121.9197,38.0435
426,CALWR_WQX-BL14B717251,23.0,16.0,3.3,54.0,,1004,2014-03-27,,-121.58136183,37.7577678
427,CALWR_WQX-BL14B717264,12.0,6.0,1.7,158.0,,1004,2014-03-27,,-121.580104,37.7578948
428,CALWR_WQX-BL14B717277,21.0,22.0,3.7,382.0,,1004,2014-03-27,,-121.58007283,37.757905
429,CALWR_WQX-BL14B717570,36.0,70.0,22.1,,,1001,2014-04-07,,-121.9197,38.0435
430,CALWR_WQX-BL14B717590,20.0,14.0,3.1,43.0,,1001,2014-04-07,,-121.64218889,37.9770583
431,CALWR_WQX-BL14B717622,21.0,14.0,3.1,46.0,,1001,2014-04-07,,-121.5702,37.891
432,CALWR_WQX-BL14B718434,,,,528.0,,1001,2014-04-07,,-121.9197,38.0435
433,CALWR_WQX-BL14B719363,20.0,14.0,,43.0,,1004,2014-04-14,,-121.5574,37.8298
434,CALWR_WQX-BL14B719414,21.0,15.0,,49.0,,1004,2014-04-16,,-121.6203,37.8019
435,CALWR_WQX-BL14B719468,23.0,16.0,,54.0,,1004,2014-04-14,,-121.7419,37.6547
436,CALWR_WQX-BL14B721146,59.0,142.0,45.0,1080.0,,1001,2014-04-21,,-121.9197,38.0435
437,CALWR_WQX-BL14B722616,97.0,,90.0,,,1001,2014-05-05,,-121.9197,38.0435
438,CALWR_WQX-BL14B722635,18.0,14.0,2.0,39.0,,1001,2014-05-05,,-121.64218889,37.9770583
439,CALWR_WQX-BL14B722668,20.0,14.0,2.1,43.0,,1001,2014-05-05,,-121.5702,37.891
440,CALWR_WQX-BL14B726042,,259.0,,,,1001,2014-05-05,,-121.9197,38.0435
441,CALWR_WQX-BL14B726043,,,,2150.0,,1001,2014-05-05,,-121.9197,38.0435
442,CALWR_WQX-BL14B726551,110.0,,92.5,,,1001,2014-05-19,,-121.9197,38.0435
443,CALWR_WQX-BL14B727460,19.0,13.0,,52.0,,1004,2014-05-20,,-121.5574,37.8298
444,CALWR_WQX-BL14B727515,20.0,14.0,,57.0,,1004,2014-05-21,,-121.6203,37.8019
445,CALWR_WQX-BL14B727569,21.0,14.0,,55.0,,1004,2014-05-19,,-121.7419,37.6547
446,CALWR_WQX-BL14B727623,20.0,15.0,,55.0,,1004,2014-05-19,,-121.84,37.4072
447,CALWR_WQX-BL14B728554,30.0,20.0,,49.0,,1004,2014-05-28,,-121.7458,37.6147
448,CALWR_WQX-BL14B729013,145.0,397.0,132.0,2970.0,,1001,2014-06-02,,-121.9197,38.0435
449,CALWR_WQX-BL14B729036,18.0,14.0,3.7,52.0,,1001,2014-06-02,,-121.64218889,37.9770583
450,CALWR_WQX-BL14B729069,18.0,14.0,3.2,57.0,,1001,2014-06-02,,-121.5702,37.891
451,CALWR_WQX-BL14B730468,,304.0,,,,1001,2014-05-19,,-121.9197,38.0435
452,CALWR_WQX-BL14B730469,,,,2340.0,,1001,2014-05-19,,-121.9197,38.0435
453,CALWR_WQX-BL14B731889,20.0,15.0,,65.0,,1004,2014-06-18,,-121.6203,37.8019
454,CALWR_WQX-BL14B731974,20.0,16.0,,72.0,,1004,2014-06-17,,-121.5574,37.8298
455,CALWR_WQX-BL14B732028,20.0,15.0,,60.0,,1004,2014-06-16,,-121.7419,37.6547
456,CALWR_WQX-BL14B733105,,,102.0,,,1001,2014-06-18,,-121.9197,38.0435
457,CALWR_WQX-BL14B733649,119.0,,,,,1001,2014-06-18,,-121.9197,38.0435
458,CALWR_WQX-BL14B733650,,332.0,,,,1001,2014-06-18,,-121.9197,38.0435
459,CALWR_WQX-BL14B733687,77.0,,65.1,,,1001,2014-07-07,,-121.9197,38.0435
460,CALWR_WQX-BL14B733706,29.0,32.0,5.8,137.0,,1001,2014-07-07,,-121.64218889,37.9770583
461,CALWR_WQX-BL14B733739,19.0,18.0,4.4,87.0,,1001,2014-07-07,,-121.5702,37.891
462,CALWR_WQX-BL14B733818,,,,2710.0,,1001,2014-06-18,,-121.9197,38.0435
463,CALWR_WQX-BL14B734842,19.0,17.0,,83.0,,1004,2014-07-15,,-121.6203,37.8019
464,CALWR_WQX-BL14B734896,19.0,17.0,,81.0,,1004,2014-07-14,,-121.5574,37.8298
465,CALWR_WQX-BL14B734950,20.0,17.0,,84.0,,1004,2014-07-14,,-121.7419,37.6547
466,CALWR_WQX-BL14B735412,,215.0,,,,1001,2014-07-07,,-121.9197,38.0435
467,CALWR_WQX-BL14B735413,,,,1710.0,,1001,2014-07-07,,-121.9197,38.0435
468,CALWR_WQX-BL14B736866,86.0,239.0,72.5,1880.0,,1001,2014-07-21,,-121.9197,38.0435
469,CALWR_WQX-BL14B739445,89.0,236.0,72.2,1760.0,,1001,2014-08-04,,-121.9197,38.0435
470,CALWR_WQX-BL14B739475,18.0,16.0,4.2,77.0,,1001,2014-08-04,,-121.5702,37.891
471,CALWR_WQX-BL14B744325,106.0,305.0,92.7,2390.0,,1001,2014-08-18,,-121.9197,38.0435
472,CALWR_WQX-BL14B746166,18.0,15.0,,68.0,,1004,2014-08-20,,-121.6203,37.8019
473,CALWR_WQX-BL14B746206,17.0,14.0,,62.0,,1004,2014-08-18,,-121.5574,37.8298
474,CALWR_WQX-BL14B746274,17.0,15.0,,68.0,,1004,2014-08-20,,-121.7419,37.6547
475,CALWR_WQX-BL14B748135,36.0,22.0,,53.0,,1004,2014-08-26,,-121.7458,37.6147
476,CALWR_WQX-BL14B749843,88.0,237.0,78.0,2050.0,,1001,2014-09-02,,-121.9197,38.0435
477,CALWR_WQX-BL14B749895,16.0,14.0,3.9,73.0,,1001,2014-09-02,,-121.5702,37.891
478,CALWR_WQX-BL14B752642,104.0,,97.0,,,1001,2014-09-16,,-121.9197,38.0435
479,CALWR_WQX-BL14B753373,16.0,14.0,,68.0,,1004,2014-09-17,,-121.6203,37.8019
480,CALWR_WQX-BL14B753446,16.0,14.0,,64.0,,1004,2014-09-16,,-121.5574,37.8298
481,CALWR_WQX-BL14B753479,17.0,14.0,,67.0,,1004,2014-09-15,,-121.7419,37.6547
482,CALWR_WQX-BL14B753586,33.0,20.0,,48.0,,1004,2014-09-15,,-121.7494,37.6183
483,CALWR_WQX-BL14B754880,,292.0,,,,1001,2014-09-16,,-121.9197,38.0435
484,CALWR_WQX-BL14B754881,,,,2430.0,,1001,2014-09-16,,-121.9197,38.0435
485,CALWR_WQX-BL14B756263,90.0,,82.2,,,1001,2014-10-06,,-121.9197,38.0435
486,CALWR_WQX-BL14B756282,93.0,257.0,83.5,1960.0,,1001,2014-10-06,,-121.9197,38.0435
487,CALWR_WQX-BL14B756316,17.0,18.0,4.2,88.0,,1001,2014-10-06,,-121.5702,37.891
488,CALWR_WQX-BL14B758621,18.0,16.0,,72.0,,1004,2014-10-15,,-121.6203,37.8019
489,CALWR_WQX-BL14B758675,20.0,17.0,,75.0,,1004,2014-10-13,,-121.5574,37.8298
490,CALWR_WQX-BL14B758729,17.0,16.0,,70.0,,1004,2014-10-13,,-121.7419,37.6547
491,CALWR_WQX-BL14B758837,34.0,21.0,,49.0,,1004,2014-10-13,,-121.7494,37.6183
492,CALWR_WQX-BL14B759238,,259.0,,,,1001,2014-10-06,,-121.9197,38.0435
493,CALWR_WQX-BL14B759239,,,,2070.0,,1001,2014-10-06,,-121.9197,38.0435
494,CALWR_WQX-BL14B760522,121.0,345.0,109.0,,,1001,2014-10-20,,-121.9197,38.0435
495,CALWR_WQX-BL14B760524,,,,2850.0,,1001,2014-10-20,,-121.9197,38.0435
496,CALWR_WQX-BL14B761593,91.0,268.0,,,,1001,2014-11-03,,-121.9197,38.0435
497,CALWR_WQX-BL14B761616,93.0,264.0,113.0,,,1001,2014-11-03,,-121.9197,38.0435
498,CALWR_WQX-BL14B761646,19.0,18.0,4.6,90.0,,1001,2014-11-03,,-121.5702,37.891
499,CALWR_WQX-BL14B764781,,,96.9,,,1001,2014-11-03,,-121.9197,38.0435
500,CALWR_WQX-BL14B764783,,,,2160.0,,1001,2014-11-03,,-121.9197,38.0435
501,CALWR_WQX-BL14B764787,,,,2190.0,,1001,2014-11-03,,-121.9197,38.0435
502,CALWR_WQX-BL14B766118,106.0,294.0,125.0,,,1001,2014-11-17,,-121.9197,38.0435
503,CALWR_WQX-BL14B767354,20.0,18.0,,86.0,,1004,2014-11-19,,-121.6203,37.8019
504,CALWR_WQX-BL14B767408,20.0,17.0,,86.0,,1004,2014-11-18,,-121.5574,37.8298
505,CALWR_WQX-BL14B767462,20.0,17.0,,80.0,,1004,2014-11-17,,-121.7419,37.6547
506,CALWR_WQX-BL14B767567,35.0,22.0,,53.0,,1004,2014-11-18,,-121.7458,37.6147
507,CALWR_WQX-BL14B768952,,,,2460.0,,1001,2014-11-17,,-121.9197,38.0435
