,ActivityIdentifier,Calcium,Magnesium,Potassium,Sodium,"Sodium, percent total cations",ProjectIdentifier,ActivityStartDate,ActivityStartTime/Time_PST,LongitudeMeasure,LatitudeMeasure
994,nwisca.01.01703645,83.1,43.8,2.63,125.0,41000.0,National Water Quality Assessment Program (NAWQA),2017-03-14,21:00:00,-121.8830126,37.62659915
995,nwisca.01.01703646,37.4,34.2,1.22,22.1,17000.0,National Water Quality Assessment Program (NAWQA),2017-03-14,17:00:00,-121.88225,37.3039472
996,nwisca.01.01703647,29.4,15.0,1.98,17.8,22000.0,National Water Quality Assessment Program (NAWQA),2017-03-14,11:30:00,-121.7946583,37.26493889
997,nwisca.01.01703648,50.5,32.3,1.38,23.9,17000.0,National Water Quality Assessment Program (NAWQA),2017-03-13,19:00:00,-121.9330129,37.3738296
998,nwisca.01.01703677,50.8,36.1,1.8,24.4,16000.0,National Water Quality Assessment Program (NAWQA),2017-03-14,15:20:00,-121.5271622,36.98744858
999,nwisca.01.01703678,32.3,16.5,1.13,12.5,15000.0,National Water Quality Assessment Program (NAWQA),2017-03-14,11:30:00,-121.5849583,36.9985333
1000,nwisca.01.01703679,36.2,25.4,1.09,10.9,11000.0,National Water Quality Assessment Program (NAWQA),2017-03-13,17:00:00,-121.6052056,37.08674167
1001,nwisca.01.01703853,38.1,27.1,1.91,20.9,18000.0,National Water Quality Assessment Program (NAWQA),2017-03-21,14:10:00,-121.5271622,36.98744858
1002,nwisca.01.01703856,33.9,17.2,1.36,12.8,15000.0,National Water Quality Assessment Program (NAWQA),2017-03-21,09:50:00,-121.5849583,36.9985333
1003,nwisca.01.01703859,41.3,29.5,1.25,12.7,11000.0,National Water Quality Assessment Program (NAWQA),2017-03-20,14:00:00,-121.6052056,37.08674167
1004,nwisca.01.01704021,73.6,24.4,3.02,65.7,33000.0,,2017-04-17,13:10:00,-122.3319972,37.9628
1005,nwisca.01.01704023,126.0,40.9,6.13,78.3,26000.0,,2017-04-17,15:40:00,-122.2905528,37.96884167
1006,nwisca.01.01704024,96.2,34.9,4.46,91.0,34000.0,,2017-04-18,10:30:00,-122.2109972,37.96865278
1007,nwisca.01.01704025,51.1,22.3,1.28,27.6,21000.0,,2017-04-18,12:30:00,-122.1931194,37.88655278
1008,nwisca.01.01704026,71.6,26.8,1.56,31.3,19000.0,,2017-04-18,14:40:00,-122.1723056,37.8645083
1009,nwisca.01.01704157,34.0,17.3,1.95,21.9,23000.0,,2017-05-01,14:00:00,-121.908,37.3843
1010,nwisca.01.01704158,72.7,44.2,1.13,92.1,35000.0,,2017-05-01,17:00:00,-122.0805186,37.6799311
1011,nwisca.01.01704279,84.0,33.8,2.4,42.8,21000.0,,2017-05-02,11:00:00,-122.1366305,37.4543832
1012,nwisca.01.01704280,45.0,17.4,1.71,30.0,26000.0,,2017-05-02,14:40:00,-122.0016278,37.56660245
1013,nwisca.01.01704282,103.0,37.9,2.28,52.2,21000.0,,2017-05-02,18:10:00,-122.064407,37.68548644
1014,nwisca.01.01704283,103.0,29.7,2.4,48.2,22000.0,,2017-05-03,11:00:00,-122.0438508,37.70493008
1015,nwisca.01.01704285,107.0,18.4,1.81,37.5,19000.0,,2017-05-03,16:00:00,-121.9946825,37.772983
1016,nwisca.01.01704286,96.7,31.8,1.95,99.9,37000.0,,2017-05-03,18:30:00,-122.0035389,37.8257111
1017,nwisca.01.01704287,34.2,13.6,1.89,17.3,21000.0,,2017-05-04,10:50:00,-122.1661778,37.7266083
1018,nwisca.01.01704289,69.7,39.0,1.72,34.1,18000.0,,2017-05-04,13:30:00,-122.2243389,37.78568056
1019,nwisca.01.01705028,54.8,37.8,1.84,22.7,14000.0,National Water Quality Assessment Program (NAWQA),2017-03-28,17:30:00,-121.5271622,36.98744858
1020,nwisca.01.01705030,33.3,16.7,1.23,11.8,14000.0,National Water Quality Assessment Program (NAWQA),2017-03-28,14:00:00,-121.5849583,36.9985333
1021,nwisca.01.01705032,47.3,17.4,1.53,17.4,17000.0,National Water Quality Assessment Program (NAWQA),2017-03-28,11:10:00,-121.4943832,37.07772286
1022,nwisca.01.01705034,33.8,22.7,1.25,10.1,11000.0,National Water Quality Assessment Program (NAWQA),2017-03-27,19:00:00,-121.6052056,37.08674167
1023,nwisca.01.01705036,38.6,17.1,0.7,9.84,11000.0,National Water Quality Assessment Program (NAWQA),2017-03-27,14:10:00,-121.7683333,37.1483333
1024,nwisca.01.01705054,34.5,17.8,1.13,12.5,15000.0,National Water Quality Assessment Program (NAWQA),2017-04-04,14:00:00,-121.5849583,36.9985333
1025,nwisca.01.01705057,57.5,20.7,1.68,19.5,16000.0,National Water Quality Assessment Program (NAWQA),2017-04-04,10:30:00,-121.4943832,37.07772286
1026,nwisca.01.01705060,36.9,25.1,1.18,10.8,11000.0,National Water Quality Assessment Program (NAWQA),2017-04-03,19:10:00,-121.6052056,37.08674167
1027,nwisca.01.01705062,45.5,20.6,0.66,10.6,10000.0,National Water Quality Assessment Program (NAWQA),2017-04-03,14:40:00,-121.7683333,37.1483333
1028,nwisca.01.01705074,56.1,40.8,1.69,25.3,15000.0,National Water Quality Assessment Program (NAWQA),2017-04-11,16:30:00,-121.5271622,36.98744858
1029,nwisca.01.01705076,34.4,18.2,1.23,13.2,15000.0,National Water Quality Assessment Program (NAWQA),2017-04-11,14:00:00,-121.5849583,36.9985333
1030,nwisca.01.01705078,56.3,21.1,1.64,20.6,16000.0,National Water Quality Assessment Program (NAWQA),2017-04-11,10:00:00,-121.4943832,37.07772286
1031,nwisca.01.01705080,34.9,25.0,1.28,10.8,11000.0,National Water Quality Assessment Program (NAWQA),2017-04-10,17:30:00,-121.6052056,37.08674167
1032,nwisca.01.01705082,41.6,19.1,0.75,10.7,11000.0,National Water Quality Assessment Program (NAWQA),2017-04-10,14:00:00,-121.7683333,37.1483333
1033,nwisca.01.01705099,42.9,30.0,1.58,20.9,16000.0,National Water Quality Assessment Program (NAWQA),2017-04-18,14:30:00,-121.5271622,36.98744858
1034,nwisca.01.01705101,32.7,16.5,1.23,12.4,15000.0,National Water Quality Assessment Program (NAWQA),2017-04-18,12:20:00,-121.5849583,36.9985333
1035,nwisca.01.01705104,51.5,18.8,1.54,19.4,17000.0,National Water Quality Assessment Program (NAWQA),2017-04-18,10:30:00,-121.4943832,37.07772286
1036,nwisca.01.01705108,33.9,23.1,1.23,10.6,11000.0,National Water Quality Assessment Program (NAWQA),2017-04-17,16:30:00,-121.6052056,37.08674167
1037,nwisca.01.01705112,41.0,17.7,0.65,10.4,11000.0,National Water Quality Assessment Program (NAWQA),2017-04-17,11:30:00,-121.7683333,37.1483333
1038,nwisca.01.01705114,35.1,28.4,1.14,17.6,16000.0,National Water Quality Assessment Program (NAWQA),2017-03-28,16:00:00,-121.88225,37.3039472
1039,nwisca.01.01705115,30.2,14.6,1.95,17.2,21000.0,National Water Quality Assessment Program (NAWQA),2017-03-28,11:00:00,-121.7946583,37.26493889
1040,nwisca.01.01705116,38.9,21.5,1.3,16.2,16000.0,National Water Quality Assessment Program (NAWQA),2017-03-27,17:40:00,-121.9330129,37.3738296
1041,nwisca.01.01705118,41.0,21.4,2.2,38.0,30000.0,National Water Quality Assessment Program (NAWQA),2017-03-27,13:40:00,-121.8830126,37.62659915
1042,nwisca.01.01705120,61.4,20.8,2.42,28.6,20000.0,National Water Quality Assessment Program (NAWQA),2017-04-13,13:00:00,-122.1894095,37.42327257
1043,nwisca.01.01705121,104.0,91.4,2.86,77.4,21000.0,National Water Quality Assessment Program (NAWQA),2017-04-13,10:30:00,-122.1365917,37.4168
1044,nwisca.01.01705123,46.1,13.5,1.24,14.8,16000.0,National Water Quality Assessment Program (NAWQA),2017-04-12,14:10:00,-122.0162889,37.27225
1045,nwisca.01.01705125,32.4,13.3,1.3,11.5,15000.0,National Water Quality Assessment Program (NAWQA),2017-04-12,11:00:00,-121.933,37.2939
1046,nwisca.01.01705127,37.2,31.3,1.19,21.1,17000.0,National Water Quality Assessment Program (NAWQA),2017-04-11,14:00:00,-121.88225,37.3039472
1047,nwisca.01.01705128,29.0,13.9,1.85,16.4,21000.0,National Water Quality Assessment Program (NAWQA),2017-04-11,10:50:00,-121.7946583,37.26493889
1048,nwisca.01.01705129,43.7,24.4,1.36,18.8,16000.0,National Water Quality Assessment Program (NAWQA),2017-04-10,17:10:00,-121.9330129,37.3738296
1049,nwisca.01.01705131,72.2,34.4,2.48,99.4,40000.0,National Water Quality Assessment Program (NAWQA),2017-04-10,13:20:00,-121.8830126,37.62659915
1050,nwisca.01.01705132,69.2,39.6,1.7,34.6,18000.0,National Water Quality Assessment Program (NAWQA),2017-04-06,11:10:00,-122.2243389,37.78568056
1051,nwisca.01.01705133,32.8,13.8,1.98,18.3,22000.0,National Water Quality Assessment Program (NAWQA),2017-04-06,09:40:00,-122.1661778,37.7266083
1052,nwisca.01.01705134,100.0,30.6,1.75,82.6,32000.0,National Water Quality Assessment Program (NAWQA),2017-04-05,18:30:00,-122.0035389,37.8257111
1053,nwisca.01.01705135,104.0,17.5,1.53,33.6,18000.0,National Water Quality Assessment Program (NAWQA),2017-04-05,13:20:00,-121.9946825,37.772983
1054,nwisca.01.01705136,99.1,27.6,2.05,44.4,21000.0,National Water Quality Assessment Program (NAWQA),2017-04-05,09:50:00,-122.0438508,37.70493008
1055,nwisca.01.01705137,98.9,35.0,2.0,47.5,21000.0,National Water Quality Assessment Program (NAWQA),2017-04-04,20:00:00,-122.064407,37.68548644
