,ActivityIdentifier,Enterococcus,Fecal Coliform,Total Coliform
342,11NPSWRD_WQX-PRSF_WQ_LOB4_20110421_L,,,1300.0
343,11NPSWRD_WQX-PRSF_WQ_LOB4_20110519_L,,,1500.0
344,11NPSWRD_WQX-PRSF_WQ_LOB4_20110621_L,,,24000.0
345,11NPSWRD_WQX-PRSF_WQ_LOB4_20111019_L,,,24000.0
346,11NPSWRD_WQX-PRSF_WQ_LOB4_20111215_L,,,17000.0
347,11NPSWRD_WQX-PRSF_WQ_LOB4_20120119_L,,,13000.0
348,11NPSWRD_WQX-PRSF_WQ_LOB4_20120321_L,,,6000.0
349,11NPSWRD_WQX-PRSF_WQ_LOB4_20120822_L,,,9600.0
350,11NPSWRD_WQX-PRSF_WQ_LOB4_20130129_L,,,20000.0
351,11NPSWRD_WQX-PRSF_WQ_LOB4_20130225_L,,,12000.0
352,11NPSWRD_WQX-PRSF_WQ_LOB4_20130320_L,,,13000.0
353,11NPSWRD_WQX-PRSF_WQ_LOB4_20130417_L,,,24000.0
354,11NPSWRD_WQX-PRSF_WQ_LOB4_20131217_L,,,24000.0
355,11NPSWRD_WQX-PRSF_WQ_LOB4_20140624_L,,,24000.0
356,11NPSWRD_WQX-PRSF_WQ_LOB4_20141124_L,,,24000.0
357,11NPSWRD_WQX-PRSF_WQ_LOB4_20150122_L,,,17000.0
358,11NPSWRD_WQX-PRSF_WQ_LOB4_20150219_L,,,20000.0
359,11NPSWRD_WQX-PRSF_WQ_LOB4_20150318_L,,,20000.0
360,11NPSWRD_WQX-PRSF_WQ_LOB4_20160106_L,,,24000.0
361,11NPSWRD_WQX-PRSF_WQ_LOB4_20171219_L,,,17000.0
362,11NPSWRD_WQX-PRSF_WQ_LOB4_20180123_L,,,20000.0
363,11NPSWRD_WQX-PRSF_WQ_LOB4_20180425_L,,,24000.0
364,11NPSWRD_WQX-PRSF_WQ_LOB4_20180523_L,,,24000.0
365,11NPSWRD_WQX-PRSF_WQ_LOB5_20100520_L,,,24000.0
366,11NPSWRD_WQX-PRSF_WQ_LOB5_20110124_L,,,20000.0
367,11NPSWRD_WQX-PRSF_WQ_LOB5_20110216_L,,,16000.0
368,11NPSWRD_WQX-PRSF_WQ_LOB5_20110316_L,,,20000.0
369,11NPSWRD_WQX-PRSF_WQ_LOB5_20110421_L,,,1400.0
370,11NPSWRD_WQX-PRSF_WQ_LOB5_20110519_L,,,1500.0
371,11NPSWRD_WQX-PRSF_WQ_LOB5_20110721_L,,,17000.0
372,11NPSWRD_WQX-PRSF_WQ_LOB5_20111019_L,,,24000.0
373,11NPSWRD_WQX-PRSF_WQ_LOB5_20111215_L,,,24000.0
374,11NPSWRD_WQX-PRSF_WQ_LOB5_20120531_L,,,24000.0
375,11NPSWRD_WQX-PRSF_WQ_LOB5_20120626_L,,,24000.0
376,11NPSWRD_WQX-PRSF_WQ_LOB5_20130129_L,,,17000.0
377,11NPSWRD_WQX-PRSF_WQ_LOB5_20130225_L,,,24000.0
378,11NPSWRD_WQX-PRSF_WQ_LOB5_20130320_L,,,17000.0
379,11NPSWRD_WQX-PRSF_WQ_LOB5_20150122_L,,,24000.0
380,11NPSWRD_WQX-PRSF_WQ_LOB5_20150318_L,,,24000.0
381,11NPSWRD_WQX-PRSF_WQ_LOB5_20160217_L,,,24000.0
382,11NPSWRD_WQX-PRSF_WQ_LOB5_20160419_L,,,24000.0
383,11NPSWRD_WQX-PRSF_WQ_LOB5_20160824_L,,,20000.0
384,11NPSWRD_WQX-PRSF_WQ_LOB5_20170321_L,,,24000.0
385,11NPSWRD_WQX-PRSF_WQ_LOB5_20180425_L,,,24000.0
386,11NPSWRD_WQX-PRSF_WQ_LOB5_20180523_L,,,24000.0
387,11NPSWRD_WQX-PRSF_WQ_LOB6_20110216_L,,,16000.0
388,11NPSWRD_WQX-PRSF_WQ_LOB6_20110216_L/1,,,11000.0
389,11NPSWRD_WQX-PRSF_WQ_LOB6_20110316_L,,,16000.0
390,11NPSWRD_WQX-PRSF_WQ_LOB6_20110316_L/1,,,12000.0
391,11NPSWRD_WQX-PRSF_WQ_LOB6_20110421_L,,,1500.0
392,11NPSWRD_WQX-PRSF_WQ_LOB6_20110519_L,,,1500.0
393,11NPSWRD_WQX-PRSF_WQ_LOB6_20110519_L/1,,,1400.0
394,11NPSWRD_WQX-PRSF_WQ_LOB6_20120531_L,,,20000.0
395,11NPSWRD_WQX-PRSF_WQ_LOB6_20120626_L,,,24000.0
396,11NPSWRD_WQX-PRSF_WQ_LOB6_20130225_L,,,24000.0
397,11NPSWRD_WQX-PRSF_WQ_LOB6_20150219_L,,,24000.0
398,11NPSWRD_WQX-PRSF_WQ_LOB6_20151118_L,,,20000.0
399,11NPSWRD_WQX-PRSF_WQ_LOB6_20151222_L,,,20000.0
400,11NPSWRD_WQX-PRSF_WQ_LOB6_20160106_L,,,24000.0
401,11NPSWRD_WQX-PRSF_WQ_LOB6_20160217_L,,,24000.0
402,11NPSWRD_WQX-PRSF_WQ_LOB6_20160322_L,,,24000.0
403,11NPSWRD_WQX-PRSF_WQ_LOB6_20160419_L,,,17000.0
404,11NPSWRD_WQX-PRSF_WQ_LOB6_20161116_L,,,24000.0
405,11NPSWRD_WQX-PRSF_WQ_LOB6_20170122_L,,,20000.0
406,11NPSWRD_WQX-PRSF_WQ_LOB6_20171129_L,,,24000.0
407,11NPSWRD_WQX-PRSF_WQ_LOB6_20171219_L,,,24000.0
408,11NPSWRD_WQX-PRSF_WQ_LOB6_20180123_L,,,8700.0
409,11NPSWRD_WQX-PRSF_WQ_LOB6_20180425_L,,,24000.0
410,11NPSWRD_WQX-PRSF_WQ_LOB6_20180523_L,,,24000.0
411,11NPSWRD_WQX-PRSF_WQ_MTL1_20100120_L,,,10000.0
412,11NPSWRD_WQX-PRSF_WQ_MTL1_20100217_L,,,2100.0
413,11NPSWRD_WQX-PRSF_WQ_MTL1_20100217_L/1,,,2600.0
414,11NPSWRD_WQX-PRSF_WQ_MTL1_20100316_L,,,1500.0
415,11NPSWRD_WQX-PRSF_WQ_MTL1_20100421_L,,,2900.0
416,11NPSWRD_WQX-PRSF_WQ_MTL1_20100520_L,,,1600.0
417,11NPSWRD_WQX-PRSF_WQ_MTL1_20100616_L,,,1700.0
418,11NPSWRD_WQX-PRSF_WQ_MTL1_20101222_L,,,2600.0
419,11NPSWRD_WQX-PRSF_WQ_MTL1_20110124_L,,,1200.0
420,11NPSWRD_WQX-PRSF_WQ_MTL1_20110216_L,,,3700.0
421,11NPSWRD_WQX-PRSF_WQ_MTL1_20110316_L,,,3100.0
422,11NPSWRD_WQX-PRSF_WQ_MTL1_20110421_L,,,680.0
423,11NPSWRD_WQX-PRSF_WQ_MTL1_20110519_L,,,590.0
424,11NPSWRD_WQX-PRSF_WQ_MTL1_20110621_L,,,880.0
425,11NPSWRD_WQX-PRSF_WQ_MTL1_20110721_L,,,3100.0
426,11NPSWRD_WQX-PRSF_WQ_MTL1_20110825_L,,,2000.0
427,11NPSWRD_WQX-PRSF_WQ_MTL1_20110922_L,,,4100.0
428,11NPSWRD_WQX-PRSF_WQ_MTL1_20111019_L,,,3400.0
429,11NPSWRD_WQX-PRSF_WQ_MTL1_20111115_L,,,1100.0
430,11NPSWRD_WQX-PRSF_WQ_MTL1_20111215_L,,,5500.0
431,11NPSWRD_WQX-PRSF_WQ_MTL1_20120119_L,,,700.0
432,11NPSWRD_WQX-PRSF_WQ_MTL1_20120119_L/1,,,570.0
433,11NPSWRD_WQX-PRSF_WQ_MTL1_20120216_L,,,290.0
434,11NPSWRD_WQX-PRSF_WQ_MTL1_20120216_L/1,,,170.0
435,11NPSWRD_WQX-PRSF_WQ_MTL1_20120321_L,,,5500.0
436,11NPSWRD_WQX-PRSF_WQ_MTL1_20120321_L/1,,,3400.0
437,11NPSWRD_WQX-PRSF_WQ_MTL1_20120426_L,,,1600.0
438,11NPSWRD_WQX-PRSF_WQ_MTL1_20120531_L,,,990.0
439,11NPSWRD_WQX-PRSF_WQ_MTL1_20120531_L/1,,,880.0
440,11NPSWRD_WQX-PRSF_WQ_MTL1_20120626_L,,,6500.0
441,11NPSWRD_WQX-PRSF_WQ_MTL1_20120626_L/1,,,6100.0
442,11NPSWRD_WQX-PRSF_WQ_MTL1_20120719_L,,,810.0
443,11NPSWRD_WQX-PRSF_WQ_MTL1_20120719_L/1,,,1200.0
444,11NPSWRD_WQX-PRSF_WQ_MTL1_20120822_L,,,20000.0
445,11NPSWRD_WQX-PRSF_WQ_MTL1_20121023_L,,,7700.0
446,11NPSWRD_WQX-PRSF_WQ_MTL1_20121023_L/1,,,5200.0
447,11NPSWRD_WQX-PRSF_WQ_MTL1_20121120_L,,,310.0
448,11NPSWRD_WQX-PRSF_WQ_MTL1_20121120_L/1,,,410.0
449,11NPSWRD_WQX-PRSF_WQ_MTL1_20121219_L,,,550.0
450,11NPSWRD_WQX-PRSF_WQ_MTL1_20130129_L,,,1800.0
451,11NPSWRD_WQX-PRSF_WQ_MTL1_20130129_L/1,,,780.0
452,11NPSWRD_WQX-PRSF_WQ_MTL1_20140121_L,,,16000.0
453,11NPSWRD_WQX-PRSF_WQ_MTL1_20140121_L/1,,,12000.0
454,11NPSWRD_WQX-PRSF_WQ_MTL1_20140226_L,,,1900.0
455,11NPSWRD_WQX-PRSF_WQ_MTL1_20140226_L/1,,,1400.0
456,11NPSWRD_WQX-PRSF_WQ_MTL1_20140326_L,,,840.0
457,11NPSWRD_WQX-PRSF_WQ_MTL1_20140326_L/1,,,780.0
458,11NPSWRD_WQX-PRSF_WQ_MTL1_20140423_L,,,620.0
459,11NPSWRD_WQX-PRSF_WQ_MTL1_20140423_L/1,,,560.0
460,11NPSWRD_WQX-PRSF_WQ_MTL1_20140528_L,,,1400.0
461,11NPSWRD_WQX-PRSF_WQ_MTL1_20140528_L/1,,,1400.0
462,11NPSWRD_WQX-PRSF_WQ_MTL1_20140623_L,,,1300.0
463,11NPSWRD_WQX-PRSF_WQ_MTL1_20140623_L/1,,,1100.0
464,11NPSWRD_WQX-PRSF_WQ_MTL1_20140728_L,,,860.0
465,11NPSWRD_WQX-PRSF_WQ_MTL1_20140728_L/1,,,730.0
466,11NPSWRD_WQX-PRSF_WQ_MTL1_20140827_L,,,660.0
467,11NPSWRD_WQX-PRSF_WQ_MTL1_20140827_L/1,,,640.0
468,11NPSWRD_WQX-PRSF_WQ_MTL1_20140923_L,,,1700.0
469,11NPSWRD_WQX-PRSF_WQ_MTL1_20140923_L/1,,,1200.0
470,11NPSWRD_WQX-PRSF_WQ_MTL1_20141022_L,,,1900.0
471,11NPSWRD_WQX-PRSF_WQ_MTL1_20141124_L,,,1100.0
472,11NPSWRD_WQX-PRSF_WQ_MTL1_20141202_L,,,13000.0
473,11NPSWRD_WQX-PRSF_WQ_MTL1_20150122_L,,,280.0
474,11NPSWRD_WQX-PRSF_WQ_MTL1_20150219_L,,,4600.0
475,11NPSWRD_WQX-PRSF_WQ_MTL1_20150219_L/1,,,4900.0
476,11NPSWRD_WQX-PRSF_WQ_MTL1_20150318_L,,,290.0
477,11NPSWRD_WQX-PRSF_WQ_MTL1_20150318_L/1,,,200.0
478,11NPSWRD_WQX-PRSF_WQ_MTL1_20150415_L,,,910.0
479,11NPSWRD_WQX-PRSF_WQ_MTL1_20150415_L/1,,,700.0
480,11NPSWRD_WQX-PRSF_WQ_MTL1_20150519_L,,,1900.0
481,11NPSWRD_WQX-PRSF_WQ_MTL1_20150519_L/1,,,1700.0
482,11NPSWRD_WQX-PRSF_WQ_MTL1_20150616_L,,,3300.0
483,11NPSWRD_WQX-PRSF_WQ_MTL1_20150616_L/1,,,2000.0
484,11NPSWRD_WQX-PRSF_WQ_MTL1_20150715_L,,,1000.0
485,11NPSWRD_WQX-PRSF_WQ_MTL1_20150715_L/1,,,1100.0
486,11NPSWRD_WQX-PRSF_WQ_MTL1_20150819_L,,,4600.0
487,11NPSWRD_WQX-PRSF_WQ_MTL1_20150819_L/1,,,5800.0
488,11NPSWRD_WQX-PRSF_WQ_MTL1_20150915_L,,,2900.0
489,11NPSWRD_WQX-PRSF_WQ_MTL1_20150915_L/1,,,1900.0
490,11NPSWRD_WQX-PRSF_WQ_MTL1_20151021_L,,,2500.0
491,11NPSWRD_WQX-PRSF_WQ_MTL1_20151021_L/1,,,2000.0
492,11NPSWRD_WQX-PRSF_WQ_MTL1_20151118_L,,,1000.0
493,11NPSWRD_WQX-PRSF_WQ_MTL1_20151118_L/1,,,860.0
494,11NPSWRD_WQX-PRSF_WQ_MTL1_20151222_L,,,2800.0
495,11NPSWRD_WQX-PRSF_WQ_MTL1_20151222_L/1,,,2400.0
496,11NPSWRD_WQX-PRSF_WQ_MTL1_20160217_L,,,2600.0
497,11NPSWRD_WQX-PRSF_WQ_MTL1_20160217_L/1,,,2800.0
498,11NPSWRD_WQX-PRSF_WQ_MTL1_20160322_L,,,5500.0
499,11NPSWRD_WQX-PRSF_WQ_MTL1_20160419_L,,,6500.0
500,11NPSWRD_WQX-PRSF_WQ_MTL1_20160517_L,,,810.0
501,11NPSWRD_WQX-PRSF_WQ_MTL1_20160517_L/1,,,860.0
502,11NPSWRD_WQX-PRSF_WQ_MTL1_20160621_L,,,2400.0
503,11NPSWRD_WQX-PRSF_WQ_MTL1_20160621_L/1,,,3300.0
504,11NPSWRD_WQX-PRSF_WQ_MTL1_20160712_L,,,2600.0
505,11NPSWRD_WQX-PRSF_WQ_MTL1_20160712_L/1,,,4100.0
506,11NPSWRD_WQX-PRSF_WQ_MTL1_20160824_L,,,3700.0
507,11NPSWRD_WQX-PRSF_WQ_MTL1_20160824_L/1,,,2300.0
508,11NPSWRD_WQX-PRSF_WQ_MTL1_20160921_L,,,670.0
509,11NPSWRD_WQX-PRSF_WQ_MTL1_20160921_L/1,,,560.0
510,11NPSWRD_WQX-PRSF_WQ_MTL1_20161116_L,,,12000.0
511,11NPSWRD_WQX-PRSF_WQ_MTL1_20161116_L/1,,,14000.0
512,11NPSWRD_WQX-PRSF_WQ_MTL1_20161215_L,,,5800.0
513,11NPSWRD_WQX-PRSF_WQ_MTL1_20170122_L,,,3200.0
514,11NPSWRD_WQX-PRSF_WQ_MTL1_20170321_L,,,5800.0
515,11NPSWRD_WQX-PRSF_WQ_MTL1_20170321_L/1,,,6900.0
516,11NPSWRD_WQX-PRSF_WQ_MTL1_20170426_L,,,16000.0
517,11NPSWRD_WQX-PRSF_WQ_MTL1_20170426_L/1,,,24000.0
518,11NPSWRD_WQX-PRSF_WQ_MTL1_20170524_L,,,12000.0
519,11NPSWRD_WQX-PRSF_WQ_MTL1_20170614_L,,,20000.0
520,11NPSWRD_WQX-PRSF_WQ_MTL1_20170720_L,,,6900.0
521,11NPSWRD_WQX-PRSF_WQ_MTL1_20170829_L,,,6100.0
522,11NPSWRD_WQX-PRSF_WQ_MTL1_20170829_L/1,,,6900.0
523,11NPSWRD_WQX-PRSF_WQ_MTL1_20170927_L,,,3900.0
524,11NPSWRD_WQX-PRSF_WQ_MTL1_20170927_L/1,,,3700.0
525,11NPSWRD_WQX-PRSF_WQ_MTL1_20171030_L,,,780.0
526,11NPSWRD_WQX-PRSF_WQ_MTL1_20171030_L/1,,,910.0
527,11NPSWRD_WQX-PRSF_WQ_MTL1_20171129_L,,,1100.0
528,11NPSWRD_WQX-PRSF_WQ_MTL1_20171129_L/1,,,480.0
529,11NPSWRD_WQX-PRSF_WQ_MTL1_20171219_L,,,170.0
530,11NPSWRD_WQX-PRSF_WQ_MTL1_20171219_L/1,,,180.0
531,11NPSWRD_WQX-PRSF_WQ_MTL1_20180123_L,,,230.0
532,11NPSWRD_WQX-PRSF_WQ_MTL1_20180123_L/1,,,810.0
533,11NPSWRD_WQX-PRSF_WQ_MTL1_20180425_L,,,780.0
534,11NPSWRD_WQX-PRSF_WQ_MTL1_20180523_L,,,430.0
535,11NPSWRD_WQX-PRSF_WQ_MTL1_20180523_L/1,,,480.0
536,11NPSWRD_WQX-PRSF_WQ_MTL1_20180725_L,,,1000.0
537,11NPSWRD_WQX-PRSF_WQ_MTL1_20180725_L/1,,,1400.0
538,11NPSWRD_WQX-PRSF_WQ_MTL2_20100120_L,,,7300.0
539,11NPSWRD_WQX-PRSF_WQ_MTL2_20100120_L/1,,,9200.0
540,11NPSWRD_WQX-PRSF_WQ_MTL2_20100217_L,,,5200.0
541,11NPSWRD_WQX-PRSF_WQ_MTL2_20100316_L,,,2200.0
542,11NPSWRD_WQX-PRSF_WQ_MTL2_20100421_L,,,3400.0
543,11NPSWRD_WQX-PRSF_WQ_MTL2_20100421_L/1,,,2600.0
544,11NPSWRD_WQX-PRSF_WQ_MTL2_20100520_L,,,5200.0
545,11NPSWRD_WQX-PRSF_WQ_MTL2_20100616_L,,,2200.0
546,11NPSWRD_WQX-PRSF_WQ_MTL2_20100721_L/1,,,24000.0
547,11NPSWRD_WQX-PRSF_WQ_MTL2_20101020_L/1,,,24000.0
548,11NPSWRD_WQX-PRSF_WQ_MTL2_20101222_L,,,5200.0
549,11NPSWRD_WQX-PRSF_WQ_MTL2_20101222_L/1,,,6500.0
550,11NPSWRD_WQX-PRSF_WQ_MTL2_20110124_L,,,3900.0
551,11NPSWRD_WQX-PRSF_WQ_MTL2_20110124_L/1,,,5500.0
552,11NPSWRD_WQX-PRSF_WQ_MTL2_20110216_L,,,4600.0
553,11NPSWRD_WQX-PRSF_WQ_MTL2_20110316_L,,,3900.0
554,11NPSWRD_WQX-PRSF_WQ_MTL2_20110421_L,,,5200.0
555,11NPSWRD_WQX-PRSF_WQ_MTL2_20110421_L/1,,,5000.0
556,11NPSWRD_WQX-PRSF_WQ_MTL2_20110519_L,,,3100.0
557,11NPSWRD_WQX-PRSF_WQ_MTL2_20110621_L,,,2000.0
558,11NPSWRD_WQX-PRSF_WQ_MTL2_20110721_L,,,1300.0
559,11NPSWRD_WQX-PRSF_WQ_MTL2_20110721_L/1,,,1600.0
560,11NPSWRD_WQX-PRSF_WQ_MTL2_20110825_L,,,3900.0
561,11NPSWRD_WQX-PRSF_WQ_MTL2_20110922_L,,,2200.0
562,11NPSWRD_WQX-PRSF_WQ_MTL2_20111019_L,,,2100.0
563,11NPSWRD_WQX-PRSF_WQ_MTL2_20111019_L/1,,,3700.0
564,11NPSWRD_WQX-PRSF_WQ_MTL2_20111115_L,,,1500.0
565,11NPSWRD_WQX-PRSF_WQ_MTL2_20111115_L/1,,,1700.0
566,11NPSWRD_WQX-PRSF_WQ_MTL2_20120119_L,,,540.0
567,11NPSWRD_WQX-PRSF_WQ_MTL2_20120216_L,,,140.0
568,11NPSWRD_WQX-PRSF_WQ_MTL2_20120321_L,,,1200.0
569,11NPSWRD_WQX-PRSF_WQ_MTL2_20120426_L,,,3900.0
570,11NPSWRD_WQX-PRSF_WQ_MTL2_20120531_L,,,3400.0
571,11NPSWRD_WQX-PRSF_WQ_MTL2_20120626_L,,,16000.0
572,11NPSWRD_WQX-PRSF_WQ_MTL2_20120719_L,,,1200.0
573,11NPSWRD_WQX-PRSF_WQ_MTL2_20121023_L,,,9200.0
574,11NPSWRD_WQX-PRSF_WQ_MTL2_20121120_L,,,1500.0
575,11NPSWRD_WQX-PRSF_WQ_MTL2_20121219_L,,,460.0
576,11NPSWRD_WQX-PRSF_WQ_MTL2_20121219_L/1,,,660.0
577,11NPSWRD_WQX-PRSF_WQ_MTL2_20130129_L,,,2800.0
578,11NPSWRD_WQX-PRSF_WQ_MTL2_20140121_L,,,7700.0
579,11NPSWRD_WQX-PRSF_WQ_MTL2_20140226_L,,,2000.0
580,11NPSWRD_WQX-PRSF_WQ_MTL2_20140326_L,,,430.0
581,11NPSWRD_WQX-PRSF_WQ_MTL2_20140423_L,,,770.0
582,11NPSWRD_WQX-PRSF_WQ_MTL2_20140528_L,,,1200.0
583,11NPSWRD_WQX-PRSF_WQ_MTL2_20140623_L,,,1600.0
584,11NPSWRD_WQX-PRSF_WQ_MTL2_20140728_L,,,1300.0
585,11NPSWRD_WQX-PRSF_WQ_MTL2_20140827_L,,,1500.0
586,11NPSWRD_WQX-PRSF_WQ_MTL2_20140923_L,,,2600.0
587,11NPSWRD_WQX-PRSF_WQ_MTL2_20141022_L,,,2100.0
588,11NPSWRD_WQX-PRSF_WQ_MTL2_20141022_L/1,,,2800.0
589,11NPSWRD_WQX-PRSF_WQ_MTL2_20141124_L,,,780.0
590,11NPSWRD_WQX-PRSF_WQ_MTL2_20141202_L,,,11000.0
591,11NPSWRD_WQX-PRSF_WQ_MTL2_20150122_L,,,340.0
592,11NPSWRD_WQX-PRSF_WQ_MTL2_20150122_L/1,,,320.0
593,11NPSWRD_WQX-PRSF_WQ_MTL2_20150219_L,,,3700.0
594,11NPSWRD_WQX-PRSF_WQ_MTL2_20150318_L,,,1300.0
595,11NPSWRD_WQX-PRSF_WQ_MTL2_20150415_L,,,1600.0
596,11NPSWRD_WQX-PRSF_WQ_MTL2_20150519_L,,,2200.0
597,11NPSWRD_WQX-PRSF_WQ_MTL2_20150616_L,,,1900.0
598,11NPSWRD_WQX-PRSF_WQ_MTL2_20150715_L,,,1900.0
599,11NPSWRD_WQX-PRSF_WQ_MTL2_20150819_L,,,9800.0
600,11NPSWRD_WQX-PRSF_WQ_MTL2_20150915_L,,,14000.0
601,11NPSWRD_WQX-PRSF_WQ_MTL2_20151021_L,,,5200.0
602,11NPSWRD_WQX-PRSF_WQ_MTL2_20151118_L,,,1100.0
603,11NPSWRD_WQX-PRSF_WQ_MTL2_20151222_L,,,5200.0
604,11NPSWRD_WQX-PRSF_WQ_MTL2_20160106_L,,,13000.0
605,11NPSWRD_WQX-PRSF_WQ_MTL2_20160106_L/1,,,16000.0
606,11NPSWRD_WQX-PRSF_WQ_MTL2_20160217_L,,,990.0
607,11NPSWRD_WQX-PRSF_WQ_MTL2_20160322_L,,,3000.0
608,11NPSWRD_WQX-PRSF_WQ_MTL2_20160322_L/1,,,2100.0
609,11NPSWRD_WQX-PRSF_WQ_MTL2_20160419_L,,,2400.0
610,11NPSWRD_WQX-PRSF_WQ_MTL2_20160419_L/1,,,2300.0
611,11NPSWRD_WQX-PRSF_WQ_MTL2_20160517_L,,,1100.0
612,11NPSWRD_WQX-PRSF_WQ_MTL2_20160621_L,,,5500.0
613,11NPSWRD_WQX-PRSF_WQ_MTL2_20160712_L,,,1700.0
614,11NPSWRD_WQX-PRSF_WQ_MTL2_20160824_L,,,1800.0
615,11NPSWRD_WQX-PRSF_WQ_MTL2_20160921_L,,,560.0
616,11NPSWRD_WQX-PRSF_WQ_MTL2_20161116_L,,,13000.0
617,11NPSWRD_WQX-PRSF_WQ_MTL2_20161215_L,,,1200.0
618,11NPSWRD_WQX-PRSF_WQ_MTL2_20161215_L/1,,,2300.0
619,11NPSWRD_WQX-PRSF_WQ_MTL2_20170122_L,,,3600.0
620,11NPSWRD_WQX-PRSF_WQ_MTL2_20170122_L/1,,,4400.0
621,11NPSWRD_WQX-PRSF_WQ_MTL2_20170222_L/1,,,16000.0
622,11NPSWRD_WQX-PRSF_WQ_MTL2_20170321_L,,,3700.0
623,11NPSWRD_WQX-PRSF_WQ_MTL2_20170426_L,,,20000.0
624,11NPSWRD_WQX-PRSF_WQ_MTL2_20170524_L,,,9200.0
625,11NPSWRD_WQX-PRSF_WQ_MTL2_20170524_L/1,,,13000.0
626,11NPSWRD_WQX-PRSF_WQ_MTL2_20170614_L,,,24000.0
627,11NPSWRD_WQX-PRSF_WQ_MTL2_20170614_L/1,,,24000.0
628,11NPSWRD_WQX-PRSF_WQ_MTL2_20170720_L,,,7300.0
629,11NPSWRD_WQX-PRSF_WQ_MTL2_20170720_L/1,,,5500.0
630,11NPSWRD_WQX-PRSF_WQ_MTL2_20170829_L,,,6100.0
631,11NPSWRD_WQX-PRSF_WQ_MTL2_20170927_L,,,4900.0
632,11NPSWRD_WQX-PRSF_WQ_MTL2_20171129_L,,,1500.0
633,11NPSWRD_WQX-PRSF_WQ_MTL2_20171219_L,,,370.0
634,11NPSWRD_WQX-PRSF_WQ_MTL2_20180123_L,,,660.0
635,11NPSWRD_WQX-PRSF_WQ_MTL2_20180425_L,,,610.0
636,11NPSWRD_WQX-PRSF_WQ_MTL2_20180523_L,,,800.0
637,11NPSWRD_WQX-PRSF_WQ_MTL2_20180725_L,,,5800.0
638,11NPSWRD_WQX-PRSF_WQ_MTL5_20130225_L,,,3100.0
639,11NPSWRD_WQX-PRSF_WQ_MTL5_20150122_L,,,24000.0
640,11NPSWRD_WQX-PRSF_WQ_MTL5_20150219_L,,,390.0
641,11NPSWRD_WQX-PRSF_WQ_MTL5_20160322_L,,,2900.0
642,11NPSWRD_WQX-PRSF_WQ_MTL5_20160419_L,,,52.0
643,11NPSWRD_WQX-PRSF_WQ_MTL5_20170222_L,,,17000.0
644,11NPSWRD_WQX-PRSF_WQ_MTL5_20170321_L,,,20000.0
645,11NPSWRD_WQX-PRSF_WQ_MTL5_20170426_L,,,2700.0
646,11NPSWRD_WQX-PRSF_WQ_MTL5_20170524_L,,,1700.0
647,11NPSWRD_WQX-PRSF_WQ_MTL5_20170614_L,,,4600.0
648,11NPSWRD_WQX-PRSF_WQ_MTL5_20180425_L,,,2200.0
649,11NPSWRD_WQX-PRSF_WQ_MTL5_20180523_L,,,990.0
650,11NPSWRD_WQX-PRSF_WQ_MTL6_20120321_L,,,990.0
651,11NPSWRD_WQX-PRSF_WQ_MTL6_20130129_L,,,1300.0
652,11NPSWRD_WQX-PRSF_WQ_MTL6_20130225_L,,,240.0
653,11NPSWRD_WQX-PRSF_WQ_MTL6_20130320_L,,,390.0
654,11NPSWRD_WQX-PRSF_WQ_MTL6_20130320_L/1,,,380.0
655,11NPSWRD_WQX-PRSF_WQ_MTL8_20150122_L,,,12000.0
656,11NPSWRD_WQX-PRSF_WQ_MTL8_20150219_L,,,24000.0
657,11NPSWRD_WQX-PRSF_WQ_MTL8_20160217_L,,,24000.0
658,11NPSWRD_WQX-PRSF_WQ_MTL8_20160419_L,,,16000.0
659,11NPSWRD_WQX-PRSF_WQ_MTL8_20180123_L,,,13000.0
660,11NPSWRD_WQX-PRSF_WQ_MTL8_20180425_L,,,16000.0
661,11NPSWRD_WQX-PRSF_WQ_MTL8_20180523_L,,,24000.0
662,11NPSWRD_WQX-PRSF_WQ_TH1_20100218_L,,,3100.0
663,11NPSWRD_WQX-PRSF_WQ_TH1_20100422_L,,,1900.0
664,11NPSWRD_WQX-PRSF_WQ_TH1_20100519_L,,,990.0
665,11NPSWRD_WQX-PRSF_WQ_TH1_20100624_L,,,260.0
666,11NPSWRD_WQX-PRSF_WQ_TH1_20100720_L,,,1000.0
667,11NPSWRD_WQX-PRSF_WQ_TH1_20101222_L,,,10000.0
668,11NPSWRD_WQX-PRSF_WQ_TH1_20110124_L,,,530.0
669,11NPSWRD_WQX-PRSF_WQ_TH1_20110216_L,,,7700.0
670,11NPSWRD_WQX-PRSF_WQ_TH1_20110316_L,,,14000.0
671,11NPSWRD_WQX-PRSF_WQ_TH1_20110421_L,,,1700.0
672,11NPSWRD_WQX-PRSF_WQ_TH1_20110518_L,,,2500.0
673,11NPSWRD_WQX-PRSF_WQ_TH1_20110620_L,,,2600.0
674,11NPSWRD_WQX-PRSF_WQ_TH1_20110720_L,,,3400.0
675,11NPSWRD_WQX-PRSF_WQ_TH1_20110822_L,,,1200.0
676,11NPSWRD_WQX-PRSF_WQ_TH1_20110920_L,,,1500.0
677,11NPSWRD_WQX-PRSF_WQ_TH1_20111018_L,,,5200.0
678,11NPSWRD_WQX-PRSF_WQ_TH1_20111114_L,,,1500.0
679,11NPSWRD_WQX-PRSF_WQ_TH1_20111214_L,,,580.0
680,11NPSWRD_WQX-PRSF_WQ_TH1_20120117_L,,,320.0
